claim_s,fake_flag
تونس.. إيرادات السياحة تقفز إلى النصف في 2018,0
إيران: وافق خامنئي على تشكيل محاكم خاصة للجرائم المالية لمواجهة الأزمة الاقتصادية,0
النفط يصعد بعد معلومات عن ارتفاع المخزون الاميركي,0
لمحة عنجيش خالد بن الوليد التابع للدولة الإسلامية في جنوب غربي سوريا,0
إنجاز تاريخي للإمارات في مجال الطاقة النووية,0
الصدر عقب لقاء العبادي: الحكومة العراقية الجديدة ستشمل الجميع,0
الحرب التجارية الوشيكة بين أميركا والصين قد تشمل المكسرات والفاكهة,0
المغرب.. توقعات بانخفاض عجز موازنة 2019,0
ترامب يتوعد روسيا بإجراءات ستكلفها 200 مليار دولار,1
مشروبات كحولية فاسدة تقتل العشرات في إيران,0
المركزي التركي يخالف التوقعات.. والليرة تدفع الثمن,0
تسليم ٢٥ مدرسة للقطاع الخاص في المملكة السعودية,0
مخازن الصناديق الانتخابية لجانب الرصافة من العاصمة العراقية تتعرض لحريق هائل,0
تكلفة الزحمة على مستوى العالم المتقدم في انفوجرافيك جديد,0
رئيس تركيا يرفض ضرب شمال العراق,1
تكليف عمر الرزاز برئاسة الحكومة الأردنية,0
الأمم المتحدة تطالب مصر بإلغاء أحكام الاعدام الصادرة في قضية فض رابعة,0
تساؤلات عن مستقبل سوريا الرئاسي,1
مطالبات من فريق عمل سلسلة حراس المجرة لديزني بإعادة المخرج السابق,0
توقف الهجمات التركية في عفرين,1
فريق عمل حراس المجرة يطالبون ديزني بإعادة مخرجهم,0
ماغوين تهاجم جيمي بينت و الذي يتهم الممثلة أرجنتو بالاعتداء الجنسي,1
شيدت السعودية دارا للأوبرا تكلفت 64 مليار دولار ضمن استثمارات ترفيهية,0
مصر.. تراجع ملحوظ في عجز ميزان المعاملات,0
بكين تعاقب واشنطن بـ50 مليار دولار,0
ترامب يدعم ملك السعودية,1
اختفاء جمال خاشقجي: مسؤولون أتراك يستعدون لتفتيش القنصلية السعودية,0
تاكيدات أميركية على توقف التهديدات بحرب تجارية مع الصين,0
فرض حظر التجول من جديد بعد مقتل متظاهر في احتجاجات البصرة,0
السودان يسجل أعلى معدل للتضخم في سنوات,0
ملك الأردن يجمد قرار الحكومة برفع أسعار المحروقات,0
مكاسب جديدة للنفط وسط مكاسب لأسواق الأسهم,1
السيسي يرفض مشروع قانون تشديد الرقابة على الإنترنت,1
اوبك ترفع توقعاتها بشأن نمو الطلب العالمي,1
مؤسسة عالمية تحذر من تبعات كارثية لهبوط الليرة التركية,0
أوبك قد تخفض الأنتاج أمام صعود أسعار النفط,1
هدوء الأوضاع بين غزة وإسرائيل,1
جائزة الدب الذهبي في مهرجان برلين السينمائي تذهب للفيلم الروماني  لا تلمسني ,0
الولايات المتحدة: الاتفاق النووي الإيراني بُني على أكاذيب,0
النفط يرتفع وسط عراقيل في إمدادات فنزويلا,0
مخرج فيلم قصة لعبة يغادر ديزني بعد اتهامه بسوء السلوك,0
النفط يهوي والسبب مخزونات الخام الاميركي,0
التحرش الجنسي بالسينما الهندية ترويه نجمات بوليوود,0
إلقاء القبض على شبان تشبهوا بالنساء في السعودية,0
أفعال ترامب وتصريحات أردوغان تؤديا لهبوط الليرة التركية,0
تخفيض تصنيف شركات مالية وبنوك أردوغان ينتقد,0
نمو الاقتصاد الإيراني قريبا,1
العجز والتضخم يهددان الدولار,0
تم تحصين كبار ضباط الجيش من قبل البرلمان المصري,0
اردوغان يصمت والليرة تواصل الصعود,1
السياحة الصينية في الإمارات تحقق نمواً ضئيلاً,1
ترامب يغرد بإنجازاته الاقتصادية.. قبل القمة التاريخية,0
إيران تعلن عن حكم بالسجن عامين على مواطنة خلعت حجابها على الملأ,0
إنفوغرافيك يبين ذهاب الليرة اللبنانية إلى المجهول,1
هل تستخدم روسيا الفيتو دائما لمنع قرارات مجلس الأمن ضد سوريا؟,0
سلع غذائية جديدة تحت الحظر سودانيا,1
إيران: وجودنا في سوريا يستهدف الإرهاب وليس إسرائيل,0
النفط لأعلى مستوى خلال أعوام,1
رفض خامنئي تشكيل محاكم خاصة للجرائم المالية,1
صعود كبير للإسترليني وهبوط حاد للدولار,1
مذيعون في بي بي سي يقبلون خفض أجورهم لتحقيق المساواة مع المذيعات,0
ماكرون ظهر في فيلم عُرض بمهرجان كان السينمائي,0
وقف المسلسل الأمريكي الكوميديروزان إثر تغريدة عنصرية عن مساعدة أوباما,0
مصدر: الغارات على الغوطة الشرقية لم تكن بغاز الكلور,0
أردوغان يتعهد بالسيطرة على تل رفعت في سوريا قريبا,0
اتفاق أردني فلسطيني على إعادة فتح معبر حدودي مهم بين البلدين,1
الأمن السعودي يسقط طائرة لاسلكية ترفيهية صغيرة بمنطقة القصور الملكية,0
الحرب في سوريا: واشنطن تشترط خروج القوات المدعومة إيرانيا كي تشارك في إعادة الإعمار,0
ليبيا تعلن حكما ببراءة 45 شخصا سبق اتهامهم بقتل المتظاهرين,1
فرضت واشنطن عقوبات على حسن نصر الله الأمين العام لحزب الله ومساعدين له,0
تركيا تنتعش رغم تراجع الليرة,1
تبنى الحرس الثورى الإيراني قصف الأكراد فى شمالى العراق,0
السيارات الكهربائية في مصر.. ثورة في المحطات والأسعار,0
الخارجية الإيرانية تهدد بإجراءات مضادة إذا أوقفت الولايات المتحدة صادرات إيران النفطية,0
شنت إسرائيل غارات مكثفة على غزة بعد إصابة أربعة جنود إسرائيليين,0
7 سواح غربيين متهمون بإنتاج مواد إباحية مما أضطر كمبوديا لترحيلهم,0
مصدر والوكالة الكورية للطاقة توقعان مذكرة تفاهم,0
السعودية تعلق صادرات النفط عبر باب المندب,0
التوتر في سوريا يهوي بأسعار النفط,1
الملاك: الجاسوس المصري الذي أنقذ إسرائيل في نتفليكس,0
الكويت تتجه إلى مصر وفلسطين بحثا عن معلمين,0
مع تنامي حالة السخط.. إضراب في أسواق إيران الرئيسية,0
